upstart_id	freebase_id	confidence
866	/m/02301	1.4125
867	/m/01vg13	0.5124
868	/m/03qdm	1.3916
869	/m/01vg13	0.5124
870	/m/02g0hn	1.387
871	/m/01vg13	0.5124
872	/m/01vg13	0.5124
873	/m/01t0dy	1.4193
874	/m/05cfh4	1.3843
875	/m/018s2g	1.3412
876	/m/02htv6	1.464
877	/m/02jjq_	1.3076
878	/m/02f_21	1.3268
879	/m/01xysf	1.4456
880	/m/05b5st	1.3973
881	/m/02dj3	1.473
882	/m/04c80b	1.4209
883	/m/0b0xlq	1.3651
884	/m/084bcb	1.3877
885	/m/07xwnp	1.3756
886	/m/04dg6r	1.3473
887	/m/04lr6w	1.3938
888	/m/07dxch	1.2841
889	/m/09gnlt	1.4105
890	/m/04pqhy	1.328
891	/m/0dkm5r	1.332
892	/m/08mpw4	1.3905
893	/m/062gv8	1.4468
894	/m/04mkhx	1.2981
895	/m/0b1h9w	1.3404
896	/m/02gnjf	1.3817
897	/m/04hbs8	1.4046
898	/m/035f0z	1.356
899	/m/040szz	1.3239
900	/m/05f33g	1.4783
901	/m/0d2tq7	1.3567
902	/m/02w_ztn	1.3123
903	/m/06w42j	1.3415
904	/m/04ldh9	1.4054
905	/m/05zj94x	1.2727
906	/m/05bnt0	1.3408
907	/m/02xrgl	1.3636
908	/m/02ndxb	1.3583
909	/m/06hjyr	1.4127
910	/m/08j56l	1.4845
911	/m/02_cx_	1.5052
912	/m/01vswj	1.4419
913	/m/0931dk	1.3719
914	/m/02zkdz	1.4582
915	/m/04sfvr	1.4048
916	/m/068mvx	1.4774
917	/m/0705q7	1.4172
918	/m/0b__gfv	1.4495
919	/m/021_sb	1.4582
920	/m/046w9n	1.3682
921	/m/03d0khc	1.3107
922	/m/05tjs0	1.3355
923	/m/0562pb	1.4344
924	/m/01r4ld	1.3941
925	/m/092k9l	1.3997
926	/m/0279l1	1.456
927	/m/04bxpc	1.3589
928	/m/049619	1.3575
929	/m/0309zk	1.3463
930	/m/03y5m9	1.4135
931	/m/047mw35	1.4753
932	/m/023znp	1.435
933	/m/01k8q5	0.5124
934	/m/01tt9j	1.0626
935	/m/08n3dt	1.348
936	/m/02ryrw	1.423
937	/m/026v92	1.4429
938	/m/07wk_d	1.3518
939	/m/039nkq	1.3394
